,id_spatial,Long,Lat,Island,Coral,CCA,Turf,Macro,Other,Grazers,Scrapers,Browsers,Predators,Secondary,Effluent,Sedimentation,New_Development,Habitat_Modification,Invasive_Algae,Fishing_Comm_Total,Fishing_NonComm_Boat_Total,Fishing_NonComm_Shore_Line,Fishing_NonComm_Shore_Net,Fishing_NonComm_Shore_Spear,SST_CLIM_M,SST_STD,CHL_CLIM_M,CHL_ANOM_F,PAR_CLIM_M,PAR_STD,WAV_CLIM_M,WAV_ANOM_F,Regime
61,91,-156.98987409999998,20.77514935,Lanai,17.48586545,3.118786357,64.86579152,3.525317293,10.50343293,7.92707114,8.713702842,2.789906565,3.284417785,19.10898535,0.0,3.5813062000000007,0.0259527,0,0,0.0580965,0.1694143,0.0,0.0,0.5466148000000001,27.62599945,0.926355004,0.0766,0.09489999699999999,53.69810104,8.772100449,8.637352943,0.085142002,5
402,675,-155.751196,20.23243777,Hawaii,2.816901393,5.653923562999999,68.40543259999998,13.13883297,7.484909459,7.474702496,3.849025852,4.111760211,1.378490185,13.40095346,6748.169922,39.8035049,0.0175663,0,0,0.011920299999999998,0.043519300000000004,18.2019768,1.8811569,4.593843,26.86700058,0.8382189870000001,0.081,0.10279999699999999,51.73949814,9.126000404,24.36425018,0.133463994,2
268,475,-156.00518280000003,19.63766313,Hawaii,38.4,4.0,47.2,0.0,0.0,21.32663269,3.174910587,0.0,15.93400705,21.3406288,84.8826447,0.0,0.0265927,0,0,0.1023661,0.2072458,29.1233273,0.0,0.0,27.266,0.8348209999999999,0.061700001,0.035599999,40.11780167,8.738200187999999,7.3456220629999995,0.056164,3
291,500,-155.9638996,19.8524785,Hawaii,34.53349733,16.3303337,23.71424496,22.1304993,2.251986115,10.54013111,15.90175416,1.535505865,5.471734007,24.04589422,141.4710693,0.0,0.002419755,0,0,0.0665927,0.286643109,28.13047725,0.8208263729999999,6.419598982,27.449,0.881266,0.091600001,0.17000000199999998,54.06439972,8.343099594,11.67315006,0.051663,5
352,574,-155.9528688,19.50527981,Hawaii,36.73866331,4.185134472,50.90075184,1.888847653,4.696606825,7.320429945,4.214537398,3.370801527,4.798585607,17.39778444,1287.3867189999999,0.0,0.1276567,0,0,0.17750870000000002,0.5054272,18.2019768,0.0,6.637125999999999,27.55,0.822759,0.075999998,0.0099,46.19589996,7.084599972,12.23273563,0.05714299900000001,5
515,858,-158.144769,21.37500201,Oahu,4.406779629,0.33898301700000005,83.72881355,0.0,10.84745766,0.38636892899999997,0.0,0.0,0.0,6.953531213,11402.56836,23.5455818,0.0314075,0,0,1.0427492,1.3606666,0.0,3.3990192,2.2448895,27.84799957,0.967867017,0.10450000300000001,0.0079,47.38439941,7.794400215,6.243113995,0.071865,1
77,113,-156.9599474,20.73137881,Lanai,12.74807692,6.802692307999999,53.82115385,2.17,24.03807692,14.75738989,5.244855338,3.4227884110000004,2.424835451,11.20258883,0.0,1.775687025,0.030916200000000005,0,0,0.0580965,0.158370875,0.904588575,0.1710637,0.1140384,27.443,0.9254530000000001,0.078900002,0.104699999,56.04180145,9.209799767,6.593485832000001,0.178293005,5
188,333,-156.497622,20.79585834,Maui,1.33779261,0.0,74.24749169,0.0,24.414715700000002,0.112693264,0.0,0.0,0.0,3.656417733,14656.40332,54.528648399999994,0.036465199999999996,0,0,0.5037156,0.41242690000000004,16.0479393,5.4284706,2.1162717,27.624000000000002,0.900755,0.1175,0.067199998,50.99010086,8.615799904,0.905174017,0.161221996,1
414,690,-155.363875,20.05500403,Hawaii,4.948979572,12.95918369,55.13605446,21.66666665,0.0,11.47694485,17.99739443,20.41907238,0.7577970620000001,17.43309602,11515.74512,23.954898800000002,0.0403983,0,0,0.0442969,0.0703266,0.0,0.0,0.0,26.455,0.829313,0.088600002,0.067199998,54.11220169,10.23250008,32.79676437,0.10547900199999999,2
42,62,-156.98692739999998,21.20322095,Molokai,8.423076924,2.884615385,78.6923077,4.211538462,0.307692308,28.96126812,28.89097061,222.5231807,13.04360609,77.63346658,0.0,0.0,0.000790575,0,0,0.0076533,0.045154175,0.0,0.0,0.0,26.565,0.931942,0.122900002,0.06319999700000001,54.69839859,9.552900314,60.916072,0.079874,2
582,955,-157.8070418,21.47657078,Oahu,0.8,3.2,55.2,36.0,4.8,0.0,0.0,0.0,0.0,0.24348381600000002,0.0,0.0,0.0,0,1,1.25254,1.1275583999999998,0.0,0.0,0.0,26.17,0.95115,0.10090000199999999,0.096799999,54.0381012,9.785099983,2.7977790000000002,0.23393000000000003,1
370,612,-155.9200131,19.42925627,Hawaii,29.8,16.4,44.6,2.4,1.4,13.87645211,0.0,25.81891173,13.003240400000001,46.60112115,495.1487427,0.0,0.027140800000000003,0,1,0.17750870000000002,0.4069932,0.7279809,3.0096967,7.2840405,27.601999999999997,0.850622,0.072499998,0.0198,43.47570038,7.057300091,14.364970000000001,0.056750999999999996,2
461,771,-159.6800907,22.16686815,Kauai,12.86611592,5.952412799,47.74560713,30.817853399999997,1.618010753,83.38461550000001,117.50573,21.6227376,19.43698965,50.07383335,0.0,1.7816973000000003,0.005278,0,0,0.0035811,0.07994739999999999,0.0,0.0,0.019927700000000003,27.023000000000003,1.111692,0.12259999699999999,0.079099998,53.45560074,9.766300201,61.00040817,0.076502003,2
182,318,-156.54830259999997,21.00227958,Maui,16.66666667,1.960784314,60.78431373,0.0,19.60784314,11.95642752,30.84817417,6.02979291,3.8486929439999997,31.75177218,2631.361816,78.88783259999998,0.0153178,0,0,0.3998432,0.44418620000000003,0.0,0.0,1.1424598999999998,26.71,0.8584930000000001,0.1127,0.110699996,55.41960144,9.544300079,36.68124771,0.111697003,3
475,791,-159.56308149999998,22.23138873,Kauai,15.125,8.75,61.5,13.375,0.625,111.2048283,23.35902101,11.99215266,6.082604562999999,15.73424078,13977.3418,0.5249790329999999,0.0019523829999999998,0,0,0.0164428,0.129107067,0.0,1.1846105,0.9091998170000001,27.469,1.041636,0.136099994,0.051399997999999995,53.63579941,10.06509972,81.43360899999999,0.08156000000000001,2
232,428,-156.03179450000002,19.66506053,Hawaii,15.2,0.8,84.0,0.0,0.0,14.5548316,9.991721436,3.564982342,11.760312400000002,44.34812129,1669.358643,0.0,0.026375525,1,0,0.17750870000000002,0.51994795,13.83347783,0.0,6.916773299999999,27.26600075,0.834820986,0.061700001,0.035599999,40.11780167,8.738200187999999,9.954807281,0.049315002000000004,3
616,1020,-157.67805769999998,21.3333608,Oahu,0.0,3.69127515,49.32885905,15.77181211,30.20134229,0.78323436,0.08076261,0.0,0.0,4.856588517,11242.98926,0.0583984,0.009865899999999999,0,0,0.17176229999999998,1.7901818999999999,0.0,3.3990192,2.2562702,26.76,1.00365,0.087800004,0.138300002,54.80619812,9.446800232000001,5.578948021,0.302002013,1
208,382,-156.20056719999997,20.90017474,Maui,3.70370364,2.69360273,80.13468018,0.673400708,3.367003337,10.60822995,4.352356909,2.481706468,13.67286353,37.96769657,735.6495361000001,15.6051769,0.0087807,0,0,0.0134203,0.25794870000000003,0.0,0.0,0.4569654,26.627,0.8624280000000001,0.118000001,0.055300000999999994,52.49240112,9.408800125,40.00311661,0.09820900099999999,2
96,153,-156.9021961,20.73714552,Lanai,6.4,6.4,85.6,0.0,1.6,46.34031444,107.66629270000001,18.31618515,32.18150053,18.09598592,0.0,1.3003268,0.0321216,0,0,0.0,0.0,3.0152955,0.0,0.0,27.517,0.9325,0.08309999900000001,0.122500002,56.38880157,9.211700439,5.822229862,0.17492100600000002,3
408,684,-155.6181855,18.96541349,Hawaii,41.93677471,6.002400961,29.27170869,0.0,22.78911565,83.38838092,21.34904775,2.737404138,3.9013327110000002,13.3224492,28.2942142,0.020625499999999998,0.0090316,0,0,0.059763800000000006,0.021125400000000003,0.0,0.0,3.5505709999999997,26.916,0.871318,0.058800001,0.20550000699999998,50.70769882,7.8829002379999995,15.4350481,0.275929987,3
584,957,-157.8201199,21.25921004,Oahu,0.0,0.0,68.8,21.4,9.8,2.010055501,0.12538226,1.6296150059999999,0.0,7.238212015,6539.5,0.0,0.037940800000000004,1,1,0.3508142,2.9870781,20.1282558,3.3990192,2.283595,27.451999999999998,0.9274700000000001,0.10980000300000001,0.098800004,55.79970169,9.481900215,5.673212051,0.167545006,1
589,963,-157.79711899999998,21.46965215,Oahu,0.0,3.2,56.8,18.4,21.6,0.0,0.0,0.0,0.0,0.552755753,0.0,0.0,0.0,0,1,1.25254,1.160321,0.0,0.0,0.0,26.34,0.9603879999999999,0.10090000199999999,0.096799999,54.0381012,9.785099983,1.635178,0.210116,1
353,575,-155.92289590000001,19.87113106,Hawaii,34.643481,13.75715201,47.82115639,0.0,3.301816062,33.04391988,3.9445176139999996,2.241792637,10.41357007,30.39221175,311.2363586,0.0,0.005249,0,0,0.0665927,0.2571162,1.0921077,0.11281530000000001,7.330698,27.415,0.8566370000000001,0.091600001,0.17000000199999998,54.06439972,8.343099594,10.76192474,0.047162,3
129,227,-156.7278854,21.16375567,Molokai,0.9463722390000001,0.0,64.66876972,0.0,34.06940063,12.85469136,0.0,0.034809141,0.0,2.026308766,212.206604,10.717472099999998,0.0002258,0,0,0.0079788,0.33073379999999997,0.0,0.0,0.052029599999999995,26.65,0.9520959999999999,0.10639999800000001,0.1285,54.14559937,9.464599609,52.270012,0.089779,1
611,1006,-157.7105642,21.2721387,Oahu,0.0,4.0,28.8,53.2,10.4,0.0,0.0,0.0,0.0,0.011309814,4244.132324,1.4227290000000001,0.008598,1,1,0.29174429999999996,2.4196619999999998,20.1282558,3.3990192,2.282913,27.205,0.978141,0.090899996,0.138300002,54.796199800000004,9.286000252000001,3.2542169089999997,0.18187600399999998,1
599,983,-157.72602419999998,21.26977206,Oahu,0.2,1.8,20.2,10.0,64.0,0.0,0.0,0.0,0.0,3.024116498,551.7371826,0.0,0.00065855,0,1,0.29174429999999996,2.5261127999999995,0.0,0.0,2.051314,27.205,0.978141,0.090899996,0.138300002,54.796199800000004,9.286000252000001,4.0961555,0.1889355,1
554,917,-157.82570269999997,21.53842206,Oahu,3.367041556,11.44794125,56.23752948,27.26510063,0.0,0.149001246,0.32334419600000003,0.117281465,0.0,4.374177387,4046.07251,0.0,0.0001654,0,0,0.7640423000000001,0.9894096,0.0,0.0,2.1812148,26.628,0.949586,0.09470000099999999,0.1087,53.81399918,9.680700302,10.626607,0.209062,1
597,978,-157.73011409999998,21.27478286,Oahu,7.473408925,10.97005322,49.42652163,28.63601019,1.547095579,4.802550726000001,0.442552025,0.949378377,0.177027087,40.330814200000006,1443.004883,4.036675,0.008850799999999999,0,1,0.29174429999999996,2.52519915,0.0,3.3990192,2.25905225,27.205,0.978141,0.090899996,0.138300002,54.796199800000004,9.286000252000001,4.231730938,0.193045005,2
159,278,-156.6463302,21.01262276,Maui,6.190123457,5.232098766,59.97407407,18.75185185,9.37345679,2.29963621,0.585732881,0.001629134,0.061775905,16.53688661,4824.163575,34.61347070000001,0.048957767,0,1,0.040849300000000005,0.505743267,10.029883400000001,1.8094901999999997,2.026942967,26.596,0.8973200000000001,0.132100001,0.112599999,54.46630096,9.430800438,13.928674800000001,0.10937800199999999,2
81,124,-156.9497483,20.73448467,Lanai,13.6,23.2,63.2,0.0,0.0,19.78907176,18.87873322,7.158968024,0.0,17.99545508,0.0,2.254461767,0.0321216,0,0,0.0580965,0.16304866699999998,0.482447233,0.3421274,0.145122367,27.443,0.9254530000000001,0.07980000200000001,0.136399999,56.41650009,9.186699867,6.877894877999999,0.18904100399999998,3
464,775,-159.59168400000001,22.22111199,Kauai,10.0,4.8,41.2,27.2,13.6,12.30231275,81.90004033,12.81229156,3.67908721,15.33686151,84.8826447,0.8654480999999999,0.0030764,0,0,0.0035811,0.1140513,0.0,0.0,0.808337,27.469,1.041636,0.136099994,0.051399997999999995,53.63579941,10.06509972,86.231314,0.07291900000000001,2
136,237,-156.69386930000002,20.94398531,Maui,30.63976634,6.968181092000001,43.60944354,2.2474392969999997,15.75034891,2.931368102,4.271144967,2.768172906,5.6320952470000005,18.99117221,595.6419860000001,27.85338724,0.103285217,1,1,0.040849300000000005,0.538459653,12.35875785,1.622301559,2.026760661,27.18772432,0.9010573009999999,0.12089999800000001,0.079099998,54.18349838,8.855600357,3.873538672,0.127711291,5
135,236,-156.6934033,20.95071423,Maui,38.53050328,8.522271084,33.53693159,3.526198033,15.53937316,7.474489801,14.30651227,5.168933355,2.902073449,18.49351297,466.8545227,52.27341699,0.07822735900000001,1,1,0.040849300000000005,0.540058735,7.368951719,2.492665071,2.0135895280000002,26.936,0.8936649999999999,0.1285,0.106700003,54.86090088,9.352600098,4.619102001,0.138462007,5
382,631,-155.91052009999999,19.173639,Hawaii,42.8613053,2.440268079,44.927641799999996,0.349650366,2.447552458,6.0967283839999995,11.5359274,2.3515437180000003,8.433008914,10.71290761,565.8842772999999,0.0,0.028491667000000002,0,0,0.0650845,0.121336733,10.921076800000002,1.0032322329999999,6.881327167,27.718000000000004,0.885901,0.065499999,0.055300000999999994,44.45780182,7.424399853,23.66143417,0.05714299900000001,5
309,522,-155.9674134,19.5532682,Hawaii,32.8,4.0,62.8,0.0,0.0,26.86425904,8.010725277,5.6588781379999995,1.137729626,32.01261854,367.82476810000003,0.0,0.12644605,0,0,0.17750870000000002,0.5424542,29.1233273,1.50484835,5.05369315,27.515,0.8134,0.0583,0.0138,42.082901,6.82460022,13.85615826,0.052838000999999996,3
103,166,-156.89327969999997,20.73680168,Lanai,10.0,5.8,68.0,0.0,16.2,21.48113553,25.79340923,7.817698096,0.920525147,21.71170777,0.0,1.109764175,0.03228345,0,0,0.0,0.0,3.91988395,0.0,0.0,27.424,0.945783,0.08309999900000001,0.122500002,56.38880157,9.211700439,6.4749159810000005,0.170074001,3
415,691,-155.349207,20.0496904,Hawaii,27.50450448,6.054054057,50.31981984,12.094594599999999,1.0090090090000001,18.51550624,0.0,16.76827676,4.962483897,17.64086323,2291.831299,48.1953011,0.0380511,0,0,0.0442969,0.0798096,0.0,0.0,0.0,26.581,0.824658,0.088600002,0.067199998,54.11220169,10.23250008,34.10684586,0.10567499699999999,2
330,545,-155.93051709999997,19.85447323,Hawaii,41.50579185,6.12002854,48.21517403,0.0,3.259111111,8.055998162,7.770250975,1.41639092,0.024088792,20.14027555,877.1206055,0.0,0.0021555999999999997,0,0,0.0665927,0.259128567,12.134651199999999,3.0096967,7.3617299329999994,27.415,0.8566370000000001,0.091600001,0.17000000199999998,54.06439972,8.343099594,6.496282101,0.054598997999999996,3
237,435,-156.0068936,19.81496997,Hawaii,28.01665066,6.206813637000001,35.87281728,21.821930300000002,7.012415817999999,4.857570034,4.449874908,0.8114476840000001,4.777191883,11.80738202,0.0,0.0,0.005350538,0,0,0.0665927,0.330831425,9.510528788,0.752424175,6.198060625,27.445999999999998,0.887525,0.086099997,0.171900004,54.18859863,8.215999603,12.34578309,0.051272000000000005,5
367,603,-155.92215290000001,19.47255638,Hawaii,47.91706924,6.534609795,38.02756765,1.9100310280000001,4.4318840580000005,13.28749672,13.42977136,1.0230579709999998,2.107057316,39.68896057,11643.06901,0.0,0.046496567,0,0,0.1023661,0.171517067,29.1233273,1.0032322329999999,0.0,27.607,0.8353959999999999,0.072499998,0.0198,43.47570038,7.057300091,8.697020531,0.050294001,5
57,85,-156.98857009999998,20.8172984,Lanai,7.023411382999999,0.334448128,90.63545162,0.0,1.337792611,9.772051488999999,20.00068852,0.0,1.175629285,10.42096904,0.0,11.1779175,0.0133357,0,0,0.0580965,0.1987245,0.12061179999999999,0.0330123,0.014398900000000001,27.66600037,0.9276750090000001,0.09669999800000001,0.0099,47.39459991,7.565100192999999,5.817311763999999,0.063224003,3
2,6,-157.30330569999998,21.12481435,Molokai,17.62055457,6.34883552,44.87576002,25.71652479,4.836712197,4.6284773139999995,0.143308982,5.4201543260000005,1.3474664159999998,2.2389951,0.0,0.3816837,0.0035732,0,0,0.013816899999999998,0.3774067,0.0,0.0,0.3091392,27.474,0.9567129999999999,0.115400001,0.059300002000000004,53.95420074,9.429599762,38.00786591,0.08408900400000001,2
337,553,-155.9286847,19.85894278,Hawaii,46.04656856,5.777584674,33.92356353,0.0,13.40076587,7.061887335,12.9449607,0.564077364,3.398272565,20.7404648,753.3334198,0.0,0.0016404,0,0,0.0665927,0.258577338,0.0,3.0096967,7.33514865,27.415,0.8566370000000001,0.091600001,0.17000000199999998,54.06439972,8.343099594,6.496282087999999,0.054598997999999996,3
88,137,-156.9272762,20.73559819,Lanai,4.516911626000001,5.867941567000001,83.75671948,4.1482327219999995,0.340136072,5.666101525,11.05825231,3.6024267460000003,1.119114668,9.521357997,0.0,1.66277225,0.0321216,0,0,0.0580965,0.17639805,0.12061179999999999,0.01650615,0.32113805,27.517,0.9325,0.07980000200000001,0.136399999,56.41650009,9.186699867,5.411626578,0.179135994,2
332,547,-155.90310730000002,20.18617308,Hawaii,28.26666667,13.33333333,53.6,0.26666666699999997,3.733333333,7.668563196,2.267126658,0.895632752,2.052783981,22.93077907,339.5305786,10.48479333,0.0038226999999999996,1,0,0.011920299999999998,0.151367467,18.2019768,0.6270523,7.2937450329999995,27.671,0.915251,0.07150000299999999,0.0079,56.0243988,10.57929993,7.034646034,0.054403,5
577,948,-157.8238813,21.25824259,Oahu,0.4,0.0,80.4,19.2,0.0,2.700251705,0.0,0.0,0.0,5.008649605,5520.908691,0.0,0.0280923,0,0,0.3508142,2.9942379,0.0,3.3990192,2.2714217,27.451999999999998,0.9274700000000001,0.10980000300000001,0.098800004,55.79970169,9.481900215,5.673212,0.167545,1
166,288,-156.63916559999998,21.01495631,Maui,17.01643389,5.009711981000001,37.73985935,4.704160526,34.95926511,40.55211515,12.75132384,9.313008867,3.380668397,31.57340596,4795.869140999999,41.41171359,0.049968344000000005,0,1,0.0,0.0,0.0,0.0,0.0,26.596,0.8973200000000001,0.132100001,0.112599999,54.46630096,9.430800438,13.9286747,0.109378003,5
179,312,-156.5737104,21.01817811,Maui,2.802331212,13.93152018,74.55075277,5.920349667999999,0.0,2.412117755,5.235725095,8.855985253,0.38391603399999996,12.24052281,0.0,15.4170723,0.0162627,0,0,0.3998432,0.45770900000000003,0.0,3.3927939,1.3188278999999998,26.54,0.8564350000000001,0.1127,0.110699996,55.41960144,9.544300079,38.49345779,0.110431999,2
130,231,-156.6952632,20.94564711,Maui,45.43263386,5.748135412999999,29.54678753,1.248496558,16.87060432,1.6734385059999999,4.838831855,0.13751083,7.533651152000001,6.661380434,371.86681600000003,32.67592769,0.089898544,1,0,0.040849300000000005,0.5403759539999999,0.254729195,0.0,1.892247651,26.95981028,0.8943642209999999,0.12089999800000001,0.079099998,54.18349838,8.855600357,4.198183055,0.133193001,5
215,391,-156.1416855,20.61999656,Maui,15.88235294,0.0,61.29411765,0.0,22.82352941,6.913390202,7.683374064,5.173836251,0.662380469,19.07466775,113.17685700000001,0.0,0.0013458,0,0,0.0607857,0.0334666,0.40112020000000004,0.0,0.44538829999999996,27.026,0.865241,0.0704,0.122500002,54.37440109,9.176199913,8.554966927,0.290832013,3
