id_spatial,Long,Lat,Island,Coral,CCA,Turf,Macro,Other,Grazers,Scrapers,Browsers,Predators,Secondary,Effluent,Sedimentation,New_Development,Habitat_Modification,Invasive_Algae,Fishing_Comm_Total,Fishing_NonComm_Boat_Total,Fishing_NonComm_Shore_Line,Fishing_NonComm_Shore_Net,Fishing_NonComm_Shore_Spear,SST_CLIM_M,SST_STD,CHL_CLIM_M,CHL_ANOM_F,PAR_CLIM_M,PAR_STD,WAV_CLIM_M,WAV_ANOM_F,Human_Population,Regime
135,-156.934563,20.73438991,Lanai,16.4,3.2,78.8,0,1.6,13.39769856,9.046634156,15.50989651,0,13.25947255,0,1.3921377,0.0324453,0,0,0.0580965,0.17135225,0.1206118,0.01650615,0.1435682,27.517,0.9325,0.079800002,0.136399999,56.41650009,9.186699867,5.646056175,0.182719007,0,3
150,-156.9080409,20.73658453,Lanai,8.8,16.8,72.8,0,1.6,7.568518134,2.405312021,1.869362648,0,2.055625584,0,0.8101041,0.0321216,0,0,0,0,3.0152955,0,0,27.517,0.9325,0.083099999,0.122500002,56.38880157,9.211700439,5.501697063,0.177028,0,3
152,-156.9060197,20.73625286,Lanai,2.8,19.6,76.4,0,0,15.42175747,12.60235022,10.38586709,0,9.136632607,0,0.83723355,0.0324453,0,0,0,0,3.0152955,0,0,27.517,0.9325,0.083099999,0.122500002,56.38880157,9.211700439,5.501697063,0.177028,0,3
153,-156.9021961,20.73714552,Lanai,6.4,6.4,85.6,0,1.6,46.34031444,107.6662927,18.31618515,32.18150053,18.09598592,0,1.3003268,0.0321216,0,0,0,0,3.0152955,0,0,27.517,0.9325,0.083099999,0.122500002,56.38880157,9.211700439,5.822229862,0.174921006,0,3
166,-156.8932797,20.73680168,Lanai,10,5.8,68,0,16.2,21.48113553,25.79340923,7.817698096,0.920525147,21.71170777,0,1.109764175,0.03228345,0,0,0,0,3.91988395,0,0,27.424,0.945783,0.083099999,0.122500002,56.38880157,9.211700439,6.474915981,0.170074001,0,3
169,-156.8925552,20.73111063,Lanai,13.83946485,1.767224064,70.51371243,0,12.70903011,6.46447231,28.88071085,2.154642756,43.89636791,21.09873202,0,0.3196704,0.0214243,0,0,0.0580965,0.20552695,0,0,0.2266269,27.424,0.945783,0.083099999,0.122500002,56.38880157,9.211700439,6.474915981,0.170074001,0,3
177,-156.8888762,20.73744308,Lanai,54.4,8.8,36.4,0,0.4,15.72484693,24.12063691,2.278130451,5.294359113,11.72665176,0,0.67168855,0.03180435,0,0,0,0,3.0152955,0,0,27.424,0.945783,0.083099999,0.122500002,56.38880157,9.211700439,6.363997936,0.175552994,0,3
184,-156.8858248,20.74116342,Lanai,60.8,2.4,36.8,0,0,9.515628073,12.89014019,1.52469194,6.164648863,19.14533864,0,2.48894595,0.0298509,1,0,0,0,3.0152955,0,0,27.424,0.945783,0.083099999,0.122500002,56.38880157,9.211700439,6.009460449,0.178081997,0,3
205,-156.8452238,20.75698281,Lanai,15.77181204,5.704698028,77.85234906,0,0.335570437,47.44264869,33.08508922,38.16738978,5.878369685,35.70189455,0,4.2902913,0,0,0,0.0580965,0.2891475,0.1206118,0.0330123,0.145182,27.356,0.951091,0.086300001,0.118600003,55.75130081,9.331600189,4.9728899,0.179556996,0,3
211,-156.8292846,20.76644858,Lanai,32.10702343,1.33779261,66.22073583,0,0,8.480354748,3.101781941,8.474382924,4.767493228,28.60086126,0,15.8855114,0,0,0,0.0045828,0.3225858,1.2061181,0,0.542834,27.356,0.951091,0.086300001,0.118600003,55.75130081,9.331600189,4.033802032,0.178082004,0,3
215,-156.817578,20.85133898,Lanai,46.07508536,0.341296894,48.80546082,0,4.436860037,2.375024314,26.59418221,2.292052928,8.513973959,20.81743901,0,5.9717593,0.0002254,0,0,0.0045828,0.457655,0,0,0.1074694,27.007,0.951574,0.119900003,0.086999997,55.28319931,9.273599625,4.051126,0.169231,0,3
259,-156.7034455,20.52248655,Kahoolawe,12,0,85.6,0,2.4,18.21450539,24.74978275,13.25159657,59.62206278,58.26716135,0,0.5962551,0,0,0,0,0,0,0,0,27.575,0.902673,0.076300003,0.03359684,52.36600113,8.673478127,9.973775,0.081349,0,3
262,-156.7015055,20.53196655,Kahoolawe,14.4,0.8,84.8,0,0,220.5444034,54.06044023,11.39022366,20.19330573,62.98722747,0,0.1182308,0,0,0,0,0,0,0,0,27.609,0.912466,0.076300003,0.03359684,52.36600113,8.673478127,6.773386002,0.103477001,143.344635,3
270,-156.6925655,20.51595655,Kahoolawe,12,0,76.8,0,11.2,138.2041167,8.437158588,8.255306855,30.45821296,34.36981569,0,0.7428163,0,0,0,0,0,0,0,0,27.609,0.912466,0.07147909,0.23517786,56.06440735,9.144788742,8.02897644,0.110431999,0,3
271,-156.6895455,20.54277655,Kahoolawe,16,0.8,80.8,0,2.4,32.98219433,22.90861281,1.515806196,35.6708167,17.37230111,0,0.0524576,0,0,0,0,0,0,0,0,27.609,0.912466,0.076300003,0.03359684,52.36600113,8.673478127,5.974330902,0.056901999,0,3
277,-156.6837055,20.54922655,Kahoolawe,61.6,1.6,31.2,0,5.6,22.25693011,10.9347747,20.5014009,112.8584081,55.42215502,0,0.0320416,0,0,0,0,0,0,0,0,27.609,0.912466,0.076300003,0.03359684,52.36600113,8.673478127,5.840462208,0.052055001,0,3
280,-156.6850255,20.50917655,Kahoolawe,4,0,84,0,12,23.44906176,8.037610279,2.769389304,26.90276207,12.23416119,0,0.4718057,0,0,0,0,0,0,0,0,27.609,0.912466,0.076303639,0.197628453,55.62475586,8.959917068,6.866401196,0.161643997,0,3
285,-156.6551219,20.84567836,Maui,4.666666695,1.666666698,80.33333332,0,10.99999999,4.262309724,0.086267053,0,0.526632163,3.617188371,3055.775147,7.1315289,0.0820596,0,0,0.5037156,0.4927811,16.0479393,5.4284706,2.1320441,27.426,0.917845,0.098399997,0.079099998,55.27809906,9.440400124,2.174721956,0.166069999,0,3
293,-156.6560055,20.50525655,Kahoolawe,23.2,13.6,59.2,0,4,5.685445113,32.03796845,3.606235181,80.7542302,116.8592081,0,0.026318,0,0,0,0,0,0,0,0,27.609,0.912466,0.076303639,0.197628453,55.62475586,8.959917068,12.88786221,0.243625,0,3
304,-156.6219055,20.58140655,Kahoolawe,60,0.8,23.2,0,16,15.73260376,5.200010604,1.343449127,16.11506008,41.22625557,0,10.6442852,0,0,0,0,0,0,0,0,27.31,0.909767,0.083333634,0.073122531,49.0442276,7.98596096,3.47288394,0.047208,0,3
307,-156.5997502,20.80271665,Maui,41.80601999,0.668896354,26.75585287,0,30.76923079,3.999033861,3.590600622,0,0,7.175215334,198.059494,25.3225269,0.0174155,0,0,0.5037156,0.4681976,0,5.4284706,2.0984938,27.43199921,0.964963019,0.086900003,0.092900001,54.44179916,9.263799667,1.523063,0.151528,0,3
310,-156.6159655,20.51483655,Kahoolawe,18.4,30.4,51.2,0,0,39.21631114,8.078840231,3.305442379,20.93100675,70.8166241,0,8.026453,0,0,0,0,0,0,0,0,27.12400055,0.897509992,0.076303639,0.197628453,55.62475586,8.959917068,11.9321804,0.265121013,0,3
318,-156.5483026,21.00227958,Maui,16.66666667,1.960784314,60.78431373,0,19.60784314,11.95642752,30.84817417,6.02979291,3.848692944,31.75177218,2631.361816,78.8878326,0.0153178,0,0,0.3998432,0.4441862,0,0,1.1424599,26.71,0.858493,0.1127,0.110699996,55.41960144,9.544300079,36.68124771,0.111697003,0,3
319,-156.5645985,20.78993484,Maui,18.91891895,27.36486486,50.33783785,0,0,2.680799841,0,0,0.580576071,8.628021956,84.8826447,7.0652785,0.0177671,1,0,0.5037156,0.4570032,10.0298834,5.4284706,2.1192813,27.432,0.964963,0.1175,0.067199998,52.22470093,8.683300018,1.424687982,0.143518999,0,3
320,-156.561204,20.78916085,Maui,57.71812083,4.026845635,37.9194631,0,0,3.764992888,8.197439566,3.125174781,0.221075587,42.40262797,84.8826447,4.0831232,0.0192432,0,0,0.5037156,0.4558191,10.0298834,3.3927939,2.1342955,27.432,0.964963,0.1175,0.067199998,52.22470093,8.683300018,1.424687982,0.143518999,0,3
327,-156.5439455,20.56624655,Kahoolawe,53.6,0,46.4,0,0,10.31340379,12.60363778,1.217560368,25.91970632,57.13280411,0,6.0774093,0,0,0,0,0,0,0,0,27.165,0.895452,0.089865558,0.191699609,50.90880966,8.437793732,9.842241287,0.240885004,0,3
329,-156.5387555,20.57616655,Kahoolawe,40.8,12.8,46.4,0,0,19.60125183,35.20244519,4.684457778,69.12573036,53.26957333,0,4.2010617,0,0,0,0,0,0,0,0,27.165,0.895452,0.089865558,0.191699609,50.90880966,8.437793732,8.12135601,0.263013989,0,3
334,-156.4981379,20.63372537,Maui,15.46666667,2.133333333,51.33333333,0,30.53333333,11.34525533,13.65633734,3.703222062,16.65175072,32.43333745,0,0,0,0,0,0,0,0,0,0,27.169,0.882624,0.089154288,0.027667984,44.77600098,7.533445835,3.653924,0.199368,0,3
339,-156.494939,20.63308687,Maui,20.6,0.7,38.9,0,39.8,12.74265172,14.24995384,4.786861016,22.22283855,28.5812531,0,0,0,0,0,0,0,0,0,0,27.169,0.882624,0.089154288,0.027667984,44.77600098,7.533445835,3.653924,0.199368,0,3
341,-156.4781662,20.76039617,Maui,43.28859066,1.677852284,30.53691276,0,21.47651006,5.013071585,0,0,6.171163304,17.76492665,0,0,0,0,0,0.5037156,0.4115922,0,0,1.1669804,27.624,0.900755,0.088129997,0.009881423,50.99010086,8.615799904,1.469103,0.16059,0,3
342,-156.4638631,20.72466278,Maui,55.35714276,16.07142858,26.7857143,0,0,4.989909229,11.31912945,1.316010963,8.895452985,8.522614458,198.059494,0,0.0083968,0,0,0.5037156,0.3911751,0,0,0.3534343,27.669,0.92648,0.088129997,0.009881423,50.99010086,8.615799904,1.529461,0.163119,0,3
344,-156.4572005,20.7226958,Maui,57.38831618,4.12371134,36.08247423,0,0,17.35617464,9.661230362,0,9.823793363,21.27629949,3211.393311,0.0005093,0.04503,0,0,0.5037156,0.3860256,0,0,1.6859189,27.669,0.92648,0.088129997,0.009881423,50.99010086,8.615799904,1.032567,0.172181,0,3
347,-156.4550366,20.71803923,Maui,73.1543624,1.677852381,24.83221478,0,0,3.15659383,7.064365864,0.58822443,1.616522546,9.546467069,3848.013184,0.4400537,0.0403932,0,0,0.5037156,0.3814044,0,0,1.6011778,27.669,0.92648,0.088129997,0.009881423,50.99010086,8.615799904,1.032567,0.172181,0,3
349,-156.4532321,20.70820148,Maui,61.6,5.6,32,0,0,20.81967205,8.927712407,0,0.486135914,14.54304217,12180.65918,0.4076698,0.0500285,0,1,0.5037156,0.3750066,0,0,1.5165616,27.669,0.92648,0.088129997,0.009881423,50.99010086,8.615799904,0.886857986,0.175341994,0,3
362,-156.4473299,20.64284184,Maui,48.8,0,43.2,0,8,1.960811459,1.743592523,0,0.812735684,4.164420469,5672.989746,0,0.1252628,0,0,0.5037156,0.3186294,10.0298834,5.4284706,2.0968001,27.16900063,0.882623971,0.089154288,0.027667984,44.77600098,7.533445835,2.185935974,0.176817998,0,3
368,-156.4433484,20.62447515,Maui,17.11409397,10.73825507,70.80536912,0,0,15.02370664,0,0,0,6.002424653,2786.979981,0,0.1300064,0,1,0.0606234,0.2950462,16.0479393,5.4284706,2.1285241,27.16900063,0.882623971,0.089865558,0.191699609,50.90880966,8.437793732,2.992819071,0.181665003,0,3
391,-156.1416855,20.61999656,Maui,15.88235294,0,61.29411765,0,22.82352941,6.913390202,7.683374064,5.173836251,0.662380469,19.07466775,113.176857,0,0.0013458,0,0,0.0607857,0.0334666,0.4011202,0,0.4453883,27.026,0.865241,0.0704,0.122500002,54.37440109,9.176199913,8.554966927,0.290832013,0,3
426,-156.0336063,19.65601644,Hawaii,31.2,3.2,64,0,0,14.9880671,10.81728407,8.084387028,10.78512788,64.3186203,0,0,0.0241407,0,0,0.1775087,0.5272968,1.0921077,0,5.9535408,27.26600075,0.834820986,0.061700001,0.035599999,40.11780167,8.738200188,14.70423412,0.055969,0,3
428,-156.0317945,19.66506053,Hawaii,15.2,0.8,84,0,0,14.5548316,9.991721436,3.564982342,11.7603124,44.34812129,1669.358643,0,0.026375525,1,0,0.1775087,0.51994795,13.83347783,0,6.9167733,27.26600075,0.834820986,0.061700001,0.035599999,40.11780167,8.738200188,9.954807281,0.049315002,1933.780884,3
431,-156.0310827,19.65153641,Hawaii,40.8,1.6,56.8,0,0,11.66295426,1.707508454,6.29751668,3.255063594,48.6589914,0,0,0.0261463,0,0,0.1775087,0.5305665,29.1233273,3.0096967,7.3884768,27.26600075,0.834820986,0.061700001,0.035599999,40.11780167,8.738200188,12.05419827,0.057534002,1886.498535,3
432,-156.0277185,19.64744062,Hawaii,45.6,6.4,48,0,0,12.10208305,6.462889922,0,0,26.83030835,0,0,0.0256298,0,0,0.1775087,0.5340356,18.2019768,0,4.850059,27.266,0.834821,0.061700001,0.035599999,40.11780167,8.738200188,12.05419827,0.057534002,1892.11792,3
434,-156.008989,19.81437809,Hawaii,24.31782995,8.681116635,53.06441056,0,13.93664286,0.412188109,2.816650833,1.303265636,14.01422889,13.96213056,0,0,0.0050244,0,0,0.0665927,0.3333426,1.0921077,0,5.1607432,27.446,0.887525,0.086099997,0.171900004,54.18859863,8.215999603,12.30274963,0.053424999,1866.575439,3
436,-156.0202745,19.64756815,Hawaii,30.2,6.4,51.6,0,0.4,16.08267195,4.308904166,6.606693142,4.234322671,28.43610793,353.6776733,0,0.0261733,0,0,0.1775087,0.5352924,23.66265205,0.752424175,6.6354574,27.266,0.834821,0.061700001,0.035599999,40.11780167,8.738200188,8.957098961,0.080626003,1828.550049,3
439,-156.0166668,19.6459745,Hawaii,16.8,6.8,73.33333333,0,0.133333333,57.01225479,12.94177073,5.594376336,7.536897647,24.34926699,1414.710693,0,0.025407633,1,0,0,0,12.4986871,2.006464467,0,27.266,0.834821,0.061700001,0.035599999,40.11780167,8.738200188,8.101760864,0.085519001,1740.231567,3
442,-156.001609,19.82740889,Hawaii,33.91265073,16.07411278,40.859385,0,2.222444422,5.598187928,0.182271887,0.950451008,2.625308819,13.05190153,0,0,0.0025609,0,0,0.0665927,0.319211,0,0,6.0556006,27.446,0.887525,0.086099997,0.171900004,54.18859863,8.215999603,12.916776,0.048924,1557.393311,3
444,-156.0012786,19.82569752,Hawaii,39.30391856,17.75016007,35.00171293,0,3.403803463,3.895068961,9.454610684,2.214817727,14.29383519,76.11849242,95.49296955,0,0.003386,0,0,0.0665927,0.320675625,0,0,6.900827175,27.413,0.8834705,0.086099997,0.171900004,54.18859863,8.215999603,10.89184101,0.055088249,1514.918945,3
446,-156.0001535,19.83165328,Hawaii,34.09274989,5.194436838,53.02422455,0,3.142637399,1.380916537,1.704854961,0.751811815,11.07811523,15.29716065,127.3239594,0,0.001359567,0,0,0.0665927,0.315489033,0,0,6.5808102,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,10.216863,0.057143,0,3
447,-156.0153906,19.64371201,Hawaii,27.6,4.4,62.4,0,0.8,36.15063222,12.15640127,71.24857774,6.417984882,60.52852692,1414.710693,0,0.0239134,1,0,0,0,0.54605385,0,0,27.266,0.834821,0.061700001,0.035599999,40.11780167,8.738200188,8.101760864,0.085519001,0,3
448,-156.0008736,19.82070709,Hawaii,42.53749325,3.270300644,49.23144773,0,4.738447272,2.691565747,0,0.621507575,0,10.42713232,127.3239594,0,0.0046497,0,0,0.0665927,0.3237222,29.1233273,1.50484835,7.20768475,27.402,0.882119,0.086099997,0.171900004,54.18859863,8.215999603,12.04111862,0.048337001,0,3
450,-155.9993407,19.83360475,Hawaii,28.10403215,8.582463489,51.50542499,0,5.824546942,3.907551978,8.332025413,1.526003024,4.450952819,21.73445266,0,0,0.000683167,0,0,0.0665927,0.313209333,0,0,5.5158785,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,12.698544,0.053816,0,3
452,-155.9991454,19.82906347,Hawaii,8.959152171,2.905110859,82.27001983,0,5.174919589,10.38264832,4.820036915,1.021525841,1.309228824,12.67479127,127.3239594,0,0.00303264,0,0,0.0665927,0.31724118,0,3.0096967,7.32961442,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,10.216863,0.057143,0,3
454,-155.9982644,19.83212989,Hawaii,22.53951133,1.661718561,65.61817697,0,8.825481291,10.01929089,2.418673676,2.160029569,0.957037446,18.78891841,63.6619797,0,0.001317275,0,0,0.0665927,0.31401535,0,0.752424175,7.202323175,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,11.4577035,0.0554795,0,3
455,-155.9991153,19.81953145,Hawaii,10.13368644,3.418338916,54.744108,0,31.4074222,4.938385995,1.310638728,1.148267118,0,3.578579319,127.3239594,0,0.005266267,0,0,0.0665927,0.3221567,29.1233273,3.0096967,7.397509267,27.402,0.882119,0.086099997,0.171900004,54.18859863,8.215999603,12.04111862,0.048337001,0,3
459,-155.9967845,19.8277349,Hawaii,3.000266657,2.603357678,83.37835042,0,9.216016867,16.67226675,1.412589388,2.740537627,0,4.970258309,127.3239594,0,0.00380625,0,0,0.0665927,0.317403025,29.1233273,3.0096967,7.385004175,27.402,0.882119,0.090225,0.170475003,54.09544945,8.311324596,10.21686284,0.057143,0,3
462,-155.9954287,19.83615019,Hawaii,31.73202441,2.196031848,58.32386744,0,3.403235943,6.805459061,5.302746347,2.145634568,5.961245429,17.09867784,0,0,0.00059792,0,0,0.0665927,0.3101776,0,0,6.11558954,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,10.064549,0.060274,0,3
464,-156.0104385,19.64155625,Hawaii,53.6,1.6,33.6,0,0.8,21.66763852,0,2.686898255,14.58464898,43.63091405,84.8826447,0,0.0268724,0,0,0,0,29.1233273,0,0,27.266,0.834821,0.061700001,0.035599999,40.11780167,8.738200188,7.760916233,0.074560001,0,3
467,-155.9937914,19.83429595,Hawaii,8.923728575,6.476799461,78.7393655,0,4.970817589,20.99487846,0.007714313,10.77155232,0,24.23967173,0,0,0.0016063,0,0,0.0665927,0.3112516,0,3.0096967,7.325919767,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,10.064549,0.060274,0,3
469,-156.0083104,19.6406079,Hawaii,22,0.8,73.6,0,0.8,29.30054637,12.86647449,16.99157062,8.306022399,32.64681077,1358.122315,0,0.02655565,0,0,0.1023661,0.20657895,29.1233273,1.50484835,0,27.266,0.834821,0.061700001,0.035599999,40.11780167,8.738200188,7.760916233,0.074560001,0,3
471,-155.9913198,19.83147923,Hawaii,1.960363938,2.984759043,92.58597002,0,0.777977769,10.23333166,9.762742891,4.445648919,0.158834877,7.141550976,424.4131889,0,0.002888225,0,0,0.0665927,0.31257735,29.1233273,3.0096967,7.37798165,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,10.10262776,0.059491251,0,3
472,-155.9910075,19.83514754,Hawaii,26.27031638,3.526957918,54.5335158,0,13.83830268,5.691209441,6.4089612,1.026424939,1.538922264,13.48105115,598.4226014,0,0.00170059,0,0,0.0665927,0.30967086,0,1.50484835,6.28476471,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,13.0864883,0.054285399,0,3
473,-156.0061743,19.63935724,Hawaii,23.8,9.2,60,0,0,29.54169974,25.75260659,7.159567779,16.82817022,50.76866339,1358.122315,0,0.0278992,0,0,0.1023661,0.2069262,29.1233273,2.257272525,0,27.266,0.834821,0.061700001,0.035599999,40.11780167,8.738200188,7.760916233,0.074560001,0,3
474,-155.9900884,19.83297236,Hawaii,48.68769303,7.174887952,31.56613198,0,8.888799955,7.841919356,33.94454894,1.692584422,0,26.65214846,664.9140015,0,0.0025378,0,0,0.0665927,0.3112174,0,3.0096967,7.3601046,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,13.42225933,0.053619999,0,3
475,-156.0051828,19.63766313,Hawaii,38.4,4,47.2,0,0,21.32663269,3.174910587,0,15.93400705,21.3406288,84.8826447,0,0.0265927,0,0,0.1023661,0.2072458,29.1233273,0,0,27.266,0.834821,0.061700001,0.035599999,40.11780167,8.738200188,7.345622063,0.056164,0,3
478,-156.0031413,19.63753024,Hawaii,28.4,1.6,68.4,0,0,42.91286027,11.35739866,7.24876347,2.182576073,21.88223862,2065.477539,0,0.0282636,0,1,0.1023661,0.207349,29.1233273,1.50484835,0,27.266,0.834821,0.061700001,0.035599999,40.11780167,8.738200188,7.345622063,0.056164,0,3
480,-155.9849153,19.83849112,Hawaii,27.97684599,7.161967184,38.84758892,0,21.06276127,1.336687563,13.53748796,0.214143313,31.38615648,17.17409153,962.0032959,0,0.0021614,0,0,0.0665927,0.305185,0,0,5.2807789,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,13.00713253,0.052446,0,3
482,-155.984192,19.84025891,Hawaii,19.03453654,6.861773164,65.62589014,0,3.690717339,6.550985552,6.610016359,0.252745828,16.11427747,18.84427669,962.0032959,0,0.00201955,0,0,0.0665927,0.303629967,0,0,5.261598367,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,13.00713261,0.052446,0,3
487,-155.9798576,19.84498055,Hawaii,25.41208283,6.295970274,65.55568976,0,0,5.370795424,2.506010621,0.757903098,4.766162428,23.56988262,962.0032959,0,0.002341,0,0,0.0665927,0.2988513,18.2019768,0,3.8353016,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,13.00713253,0.052446,0,3
488,-155.9788366,19.84403076,Hawaii,21.72783412,12.98319352,58.47440774,0,4.108133369,13.41313798,6.678262069,4.226105861,1.673668556,25.76230401,962.0032959,0,0.002478033,0,0,0.0665927,0.299412317,18.2019768,1.50484835,6.6940074,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,13.00713253,0.052446,0,3
492,-155.9734116,19.84861154,Hawaii,20.86886606,11.20301662,65.23692143,0,0.777977771,21.61777169,16.02585985,3.882463618,6.36771578,25.16828356,962.0032959,0,0.002437114,0,0,0.0665927,0.294809014,1.0921077,0.429956671,6.625896171,27.402,0.882119,0.091600001,0.170000002,54.06439972,8.343099594,11.99013233,0.053229,0,3
495,-155.9875119,19.61828676,Hawaii,5.6,5.6,85.6,0,0,7.968218699,9.199143317,11.84484536,2.28029957,12.33362977,19953.08008,0,0.0737605,0,0,0.1775087,0.5506585,18.2019768,0,7.137238,27.26600075,0.834820986,0.061700001,0.035599999,40.11780167,8.738200188,9.564879417,0.048923999,0,3
496,-155.9684339,19.85001859,Hawaii,6.794223523,8.159332594,83.20493369,0,1.841510197,14.2793219,15.13435009,0.671724564,2.29175987,27.09117961,622.4727173,0,0.00251045,0,0,0.0665927,0.2902232,29.1233273,1.50484835,7.28934125,27.4255,0.8816925,0.091600001,0.170000002,54.06439972,8.343099594,11.8316412,0.052446,0,3
497,-155.9870161,19.62135532,Hawaii,4.8,10.4,77.6,0,7.2,48.35693124,0,16.72161295,0,29.43396416,18014.92578,0,0.0672758,0,0,0.1775087,0.5493902,18.2019768,3.0096967,7.4221373,27.26600075,0.834820986,0.061700001,0.035599999,40.11780167,8.738200188,8.150233269,0.058904,0,3
499,-155.985037,19.61530362,Hawaii,15.2,8.8,71.2,0,0,12.10013506,3.77145572,3.371156195,0,24.87113051,56070.64453,0,0.0938702,0,0,0.1775087,0.5516545,18.2019768,3.0096967,7.3802729,27.51499939,0.813399971,0.061700001,0.035599999,40.11780167,8.738200188,9.564879417,0.048923999,0,3
501,-155.9823436,19.60925469,Hawaii,71.2,2.4,26.4,0,0,56.25216944,3.719470435,0,5.885643903,12.10500293,52349.95313,0,0.1046174,0,0,0.1775087,0.5530624,29.1233273,0,7.1930108,27.51499939,0.813399971,0.061700001,0.035599999,40.11780167,8.738200188,9.492365,0.047945,0,3
504,-155.9776189,19.60461752,Hawaii,16,1.6,45.33333333,0,36,17.43034873,35.86199437,4.198344453,2.587030092,13.1441058,88142.13281,0,0.122711967,0,0,0.1775087,0.553609767,15.77510137,2.006464467,7.279287033,27.51499939,0.813399971,0.061700001,0.035599999,40.11780167,8.738200188,10.03763962,0.048140999,0,3
