FID	FID_1	Depth	Complexity	Coral	CCA	Turf	Macro	Other	Grazers	Scrapers	Browsers	Predators	Secondary	Sedimentation	Effluent	New_Development	Habitat_Modification	Invasive_Algae	FishingTotal	Fishing_NonComm_Total	Fishing_Comm_Total	Fishing_Comm_Line	Fishing_Comm_Net	Fishing_Comm_Spear	Fishing_NonComm_Boat_Total	Fishing_NonComm_Boat_Line	Fishing_NonComm_Boat_Net	Fishing_NonComm_Boat_Spear	Fishing_NonComm_Shore_Total	Fishing_NonComm_Shore_Line	Fishing_NonComm_Shore_Net	Fishing_NonComm_Shore_Spear	CHL_ANOM_F	CHL_CLIM_M	PAR_CLIM_M	PAR_STD	SST_CLIM_M	SST_DHW_MA	SST_STD	WAV_ANOM_F	WAV_CLIM_M	Majority	Regime	Regime1	Regime2	Regime3	Regime4	Regime5
30	45	21	4,501618714	1,016949153	2,033898306	86,44067799	1,016949153	6,440677934	8,506864601	0	3,340933829	14,95808992	15,42782145	0,0529641	0	1,12E-05	0	0	0,123459	0,0032466	0,120212	0,120212	0	0	0,0032466	0,0006985	0,0013351	0,001213	0	0	0	0	0,083	0,1032	52,0811005	8,8726997	27,1599998	0	1,08821	0,071233	86,5444031	two_thirds	2	0	1	0	0	0
31	46	14	NA	3,05	7,395098039	66,80392157	12,9	9,100980393	48,37804347	27,5066251	39,54664812	18,34396177	15,94197098	0,0328832	0	2,13E-05	0	0	0,123913	0,0037011	0,120212	0,120212	0	0	0,0037011	0,0007963	0,0015221	0,0013828	0	0	0	0	0,083	0,1032	52,0811005	8,8726997	27,1599998	0	1,08821	0,0706005	80,3298035	two_thirds	2	0	1	0	0	0
32	49	14	NA	0,675799121	5,045662151	82,1506849	4,406392659	4,69406391	19,45349126	17,29459912	3,180801533	23,40392015	11,03324233	0,109472	0	0,0007163	0	0	0,122421	0,0022085	0,120212	0,120212	0	0	0,0022085	0,0004752	0,0009082	0,0008251	0	0	0	0	0,083	0,1032	52,0811005	8,8726997	27,1089993	0	1,09578	0,0736565	82,8699036	two_thirds	2	0	1	0	0	0
33	50	6	NA	9,814857656	11,92085169	73,11964822	2,404536003	1,724137913	4,845436545	0	7,602739488	7,875899388	18,47347129	0,119691	0	0,0046182	0	0	0,149739	0,0155533	0,134185	0,134185	0	0	0,0155533	0,0033462	0,0063964	0,0058107	0	0	0	0	0,1858	0,0822	54,4375	9,5207996	27,0919991	0	1,10879	0,227292	8,3022299	two_thirds	2	0	1	0	0	0
34	53	13,5	14,54216871	17,2	6	58,2	14,2	2,6	0,057214891	0,03478296	0,070769423	0,003583066	3,262453988	21,3169003	848,8259888	0,0968451	1	0	7,0360599	6,9003201	0,135738	0,127314	0,0013735	0,0070503	0,239804	0,051583	0,0986381	0,0895831	6,6605201	10,4616003	2,36922	0,922554	0,0435	0,1681	53,6529007	9,3942003	27,4759998	0	1,03626	0,147524	5,0536799	two_thirds	2	0	1	0	0	0
35	54	10	2,53421907	8,177526789	1,707700885	67,63698633	4,072565718	10,93113659	0,100548888	0,065541362	0	0	2,611062062	2,1729	0	0,0658519	0	0	2,7551701	2,6194301	0,135738	0,127314	0,0013735	0,0070503	0,257017	0,055285	0,105719	0,096013	2,3624101	4,41996	2,36922	0,893885	0,0593	0,1318	54,4075012	9,4584999	27,4759998	0	1,03626	0,165806	6,6370902	two_thirds	1	1	0	0	0	0
36	55	11,5	NA	5,133128415	4,502459016	73,15943025	3,604918033	13,60006429	8,897232321	23,21124363	35,97671566	19,52656628	34,48455472	0	0	0,0030562	0	0	0,121654	0,001442	0,120212	0,120212	0	0	0,001442	0,0003103	0,000593	0,0005388	0	0	0	0	0,1324	0,0833	49,0970001	8,0044003	27,1809998	0	1,11044	0,142677	10,3292999	two_thirds	2	0	1	0	0	0
37	56	NA	NA	13,66666669	1,333333349	84,66666661	0	0	25,34358042	0,60185194	118,3679292	0	25,0864739	0	0	0,0021126	0	0	0,121289	0,0010771	0,120212	0,120212	0	0	0,0010771	0,0002318	0,0004429	0,0004024	0	0	0	0	0,1324	0,0833	49,0970001	8,0044003	26,8649998	0	1,0698299	0,101791	50,5138016	two_thirds	3	0	0	1	0	0
38	59	12	8,793344848	5,405405423	19,59459459	60,13513514	11,4864865	0	0,331171549	0	0	0	3,623541588	1,71101	0	0,108314	0	0	3,2255399	3,0897999	0,135738	0,127314	0,0013735	0,0070503	0,350559	0,0754032	0,144199	0,130957	2,7392499	0,824185	1,67386	0,91433	0,0751	0,1246	53,6778984	9,4275999	27,1790009	0	1,03588	0,175975	6,8481002	two_thirds	1	1	0	0	0	0
39	63	23	3,653385517	1,000000001	2,000000002	49,00000005	36,66666663	10,00000001	4,742163101	0	0	100,2933885	5,573084955	0,0266142	0	0	0	0	0,144477	0,0102915	0,134185	0,134185	0	0	0,0102915	0,002214	0,0042327	0,0038448	0	0	0	0	0,1542	0,0806	55,0217018	9,4474001	27,3120003	0	1,08476	0,251317	8,5857296	two_thirds	2	0	1	0	0	0
40	65	7	7,375934699	4,344827596	5,758620669	82,4252873	4,735632214	2,402298868	18,03355574	0	0,823611328	1,495057943	32,56688791	0,871122	37270,60156	0,114648	0	0	7,1768198	7,04108	0,135738	0,127314	0,0013735	0,0070503	0,426182	0,091668	0,175306	0,159208	6,6149001	10,0789003	2,36922	0,761377	0,087	0,0965	55,2350006	9,9073	27,2619991	0	1,00282	0,25648	7,37988	two_thirds	2	0	1	0	0	0
41	67	6	NA	1,047619051	0,66666665	91,23809525	1,357142851	5,357142851	59,66437105	10,23221298	135,778205	8,737058572	59,21696499	0,0008568	0	0	0	0	0,139793	0,0056077	0,134185	0,134185	0	0	0,0056077	0,0012064	0,0023063	0,002095	0	0	0	0	0,1225	0,0818	55,0685997	9,7143002	27,2961998	0	1,07434	0,298261	4,51228	two_thirds	2	0	1	0	0	0
42	68	14	NA	2,094890491	3	78,30413627	9,649635021	5,88807788	14,88913021	0	0,022965856	25,32277997	4,709817765	0,0201276	0	0	0	0	0,140479	0,0062942	0,134185	0,134185	0	0	0,0062942	0,0013541	0,0025886	0,0023515	0	0	0	0	0,1225	0,0818	55,0685997	9,7143002	27,3120003	0	1,08476	0,302002	5,0840502	two_thirds	2	0	1	0	0	0
43	69	4	NA	2,738140222	1,048951048	93,83623134	2,027027029	0	117,7436642	14,26123859	30,78906132	17,65664786	17,14990827	0	0	0	0	0	0,138704	0,0045187	0,134185	0,134185	0	0	0,0045187	0,0009721	0,0018584	0,0016882	0	0	0	0	0,1225	0,0818	55,0685997	9,7143002	27,2490005	0	1,04308	0,29726	6,3923898	two_thirds	2	0	1	0	0	0
44	72	16	NA	0,8	0,8	63,2	8	26,4	22,6324042	11,0168785	15,75155314	22,7918244	27,27667725	0	0	0,0032116	0	0	0,120913	0,0007012	0,120212	0,120212	0	0	0,0007012	0,0001509	0,0002884	0,000262	0	0	0	0	0,0652	0,098	54,2644997	9,5115004	27,1560001	0	1,07594	0,0639095	61,2555008	two_thirds	2	0	1	0	0	0
45	73	15,5	NA	2,39168248	5,040322581	44,07969639	16,30471221	25,12713473	0	0	0	0	1,669029091	0	0	0	0	0	0,13722	0,0030346	0,134185	0,134185	0	0	0,0030346	0,0006529	0,001248	0,0011337	0	0	0	0	0,1304	0,0821	55,5149002	9,7433996	27,2490005	0	1,04308	0,248893	7,2117901	two_thirds	1	1	0	0	0	0
46	75	23	14,4456	1,006711409	0	90,60402688	0	8,053691278	1,083009741	0	0	0	5,360790183	0,500995	2595,98999	0,003167	0	0	1,93958	1,46289	0,476691	0,0038546	0,395599	0,077237	0,358033	0,240355	0,0509611	0,0667177	1,1048501	0	3,39902	1,07086	0,0692	0,1355	53,6761017	9,5131998	26,6420002	0	0,902214	0,0913595	71,8837967	two_thirds	1	1	0	0	0	0
47	76	5	6,493	15,04702194	1,253918495	78,68338558	0,626959248	4,388714734	0,230568352	0,349316765	0	0	12,43116444	4,4542098	4172,160156	0,015402	1	0	13,7249002	13,2482004	0,476691	0,0038546	0,395599	0,077237	0,355395	0,23858	0,0505868	0,0662279	12,8928003	20,1282997	3,39902	2,25771	0,0692	0,1355	53,6761017	9,5131998	26,6439991	0	0,898341	0,101001	54,0368004	two_thirds	1	1	0	0	0	0
48	77	12,0396	8,827365	8,325	1,058227848	79,05158228	4,55	6,656962026	5,410712116	0,381126715	1,176282448	0,020611711	6,461767681	4,8892999	38833,5	0,0174555	1	1	12,7516003	12,2749004	0,476691	0,0038546	0,395599	0,077237	0,318351	0,213684	0,0453265	0,0593402	11,9565001	14,0897999	3,3121099	2,2397599	0,0198	0,172	53,1150017	9,5502005	26,6459999	0	0,894469	0,0925713	58,8713989	two_thirds	1	1	0	0	0	0
49	78	6,2484	10,94909125	3,737198129	6,302708333	82,72518708	1,77127551	5,121909013	1,313461727	0,166544158	2,749973346	16,67971819	9,284189839	2,29684	37651,5	0,0171767	0	1	10,4643002	9,9875603	0,476691	0,0038546	0,395599	0,077237	0,309157	0,207503	0,0440222	0,0576318	9,6784096	12,5802002	2,82762	2,1788599	0,0198	0,172	53,1150017	9,5502005	26,7269993	0	0,901803	0,082034	67,6389008	two_thirds	2	0	1	0	0	0
50	79	7,62	14,7439725	7,5635103	8,592227117	69,69742202	2,560911409	11,17310864	17,44943138	9,669976589	7,907137562	4,02064458	15,08697653	2,3617599	50464,89844	0,0207583	0	1	22,0557003	21,5790005	0,476691	0,0038546	0,3956	0,077237	0,304764	0,204549	0,0433992	0,0568156	21,2742996	15,5993996	3,39902	2,2758701	0,0198	0,172	53,1150017	9,5502005	26,7269993	0	0,901803	0,0763435	66,9498978	none	0	0	0	0	0	0
51	81	7,62	12,4866	6,182604833	8,561687394	41,11534023	1,666049958	42,02571717	26,29734398	15,0173722	2,984518855	3,270355735	17,62577417	86,2966003	48365,39844	0,011457	0	1	6,3779702	4,6975598	1,68041	0,165782	1,3808399	0,133788	0,289021	0,193972	0,0411626	0,0538866	4,4085398	0	2,1243701	2,2841699	0,0198	0,172	53,1150017	9,5502005	26,8780003	0	0,927989	0,087671	53,0396996	two_thirds	5	0	0	0	0	1
52	82	13,2588	9,07994	3,8	1,025	75,1	7	13,075	6,019759485	0,065387284	1,709226051	0,007039851	17,61929829	7,9328499	17417	0,0040726	0	1	8,73806	7,0576501	1,68041	0,165782	1,3808399	0,133788	0,291756	0,195797	0,0415591	0,0544002	6,7658901	20,1282997	3,39902	1,8904901	0,0198	0,172	53,1150017	9,5502005	26,8780003	0	0,927989	0,106849	43,0942001	two_thirds	2	0	1	0	0	0
53	83	5,2324	7,527773333	8,822222222	7,177777777	48,23333333	6,977777778	27,76666667	8,647732723	3,221239211	0,849417506	0,07289903	13,26018184	57,9094009	21667,19922	0,0086037	0	1	16,6070995	15,9696999	0,637397	0,062883	0,523767	0,0507472	0,110426	0,074108	0,0157289	0,0205894	15,8592997	14,1976004	1,55788	0,862002	0,0198	0,172	53,1150017	9,5502005	26,8780003	0	0,927989	0,097155	49,5391998	two_thirds	1	1	0	0	0	0
54	84	4,6101	4,201605	5,567361111	3,351041667	63,93611111	8,340509258	17,74803241	1,174649101	0,016164018	0,013222729	0,015445464	5,22398305	4,2869101	17582,40039	0,0081473	0	1	19,7653999	18,0849991	1,68041	0,165782	1,3808399	0,133788	0,287252	0,192769	0,0409203	0,0535629	17,7978001	19,0499992	3,39902	2,26752	0,0198	0,172	51,9448013	9,5356503	26,8780003	0	0,927989	0,116965	35,5055008	two_thirds	1	1	0	0	0	0
55	85	2,286	8,29713	2,375	34,825	49,325	5,075	3,65	3,209284337	0,035081479	7,208633987	0	8,350323798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0198	0,172	53,1150017	9,5502005	26,8780003	0	0,927989	0,116965	35,5055008	two_thirds	1	1	0	0	0	0
56	86	21,1	21,2971	5,956112853	1,880877743	79,93730408	0,940438872	10,65830721	0,594771116	0	0	0	9,056182696	0,038532	2657,179932	0,0015009	0	0	3,2953899	1,61498	1,68041	0,165782	1,3808399	0,133788	0,28687	0,19249	0,0408792	0,0535008	1,38345	0	3,39902	1,2064199	0,0198	0,172	51,5547981	9,5307999	27,0709991	0	0,940473	0,0960483	50,8907013	two_thirds	1	1	0	0	0	0
57	88	25,5	2,88811	30,82191789	0	61,98630129	1,02739726	5,136986298	12,38431082	6,479575913	0	0	12,0929735	0	386,3930054	0,0020538	0	0	3,50453	1,82412	1,68041	0,165782	1,3808399	0,133788	0,3217	0,215749	0,0459281	0,0600231	1,5024199	0	0	1,5024199	0,0296	0,1827	51,8423996	9,0767002	27,0869999	0	1,04076	0,10137	46,8960991	two_thirds	1	1	0	0	0	0
58	90	7,5	2,87469	9,477124175	1,307189562	79,41176475	0,32679734	9,150326835	0	0	0,05628128	0	7,005262586	7,8365402	4742,819824	0,0015012	0	0	3,10235	1,42194	1,68041	0,165782	1,3808399	0,133788	0,297105	0,199295	0,0423823	0,0554276	1,12484	0	0	1,12484	0,0079	0,4091	52,0164986	9,47645	27,5750008	0	1,0130399	0,0952052	42,0164986	two_thirds	1	1	0	0	0	0
59	91	2,7	3,979525	6,067567544	3,711711726	79,24099102	7,263513508	2,027027031	2,325423288	0	0	0	3,860774144	13,2526999	44385,10156	0,0112684	0	0	6,4267001	4,7462902	1,68041	0,165782	1,3808399	0,133788	0,288649	0,193648	0,0411569	0,0538442	4,4576502	20,1282997	3,39902	2,15695	0,0079	0,4091	51,5547981	9,5307999	27,3490009	0	0,979324	0,129294	12,3962002	two_thirds	1	1	0	0	0	0
60	92	7,3	2,34719	7,094594506	1,35135132	81,41891902	1,013513515	9,121621637	0	0	0,089669661	0	2,944092524	134,9830017	53274	0,0324488	0	0	10,3382998	8,6578598	1,68041	0,165782	1,3808399	0,133788	0,284519	0,190884	0,0405629	0,0530723	8,3733397	20,1282997	3,39902	2,2609999	0,0079	0,4091	51,5547981	9,5307999	27,3490009	0	0,979324	0,146259	7,1936402	two_thirds	1	1	0	0	0	0
